738100	1080438		0.2803926761
1308375	1080438		0.41
1341067	1080438		0.4364187239
803549	1080438		0.2608831126
602547	1080438		0.24
1689438	1080438		0.2977695624
1689438	1395706		0.3238401591
1689438	1056444		0.3599096376
1689438	1444252		0.2743700097
1395706	1056444		0.3418018637
1395706	738100		0.4129082138
602547	738100		0.2414696112
1598200	1444252		0.2430330052
1598200	1892515		0.2298001517
738100	71279		0.4099789754
738100	9883		0.4227006887
3787240	258144		0.416427342

